Timestamp,Please insert the Case/ID# code you were provided with.,Do you consent to participate in this study? By submitting the questionnaire you agree that you understand the content in this information sheet.," [When off the leash, returns immediately when called.]", [Obeys the “sit” command immediately.], [Obeys the “stay” command immediately.], [Seems to attend/listen closely to everything you say or do.], [Slow to respond to correction or punishment; ‘thick-skinned’.], [Slow to learn new tricks or tasks.]," [Easily distracted by interesting sights, sounds or smells.]"," [Will ‘fetch’ or attempt to fetch sticks, balls, or objects.]"," [When verbally corrected or punished (scolded, shouted at, etc) by you or a household member.]", [When approached directly by an unfamiliar adult while being walked/exercised on a leash.], [When approached directly by an unfamiliar child while being walked/exercised on a leash.], [Toward unfamiliar persons approaching the dog while s/he is in your car (at the gas station for example).]," [When toys, bones or other objects are taken away by a household member.]", [When bathed or groomed by a household member.], [When an unfamiliar person approaches you or another member of your family at home.], [When unfamiliar persons approach you or another member of your family away from your home.], [When approached directly by a household member while s/he (the dog) is eating.], [When mailmen or other delivery workers approach your home.], [When his/her food is taken away by a household member.], [When strangers walk past your home while your dog is outside or in the yard.], [When an unfamiliar person tries to touch or pet the dog.]," [When joggers, cyclists, rollerbladers or skateboarders pass your home. ]", [When approached directly by an unfamiliar male dog while being walked/exercised on a leash.], [When approached directly by an unfamiliar female dog while being walked/exercised on a leash.], [When stared at directly by a member of the household.], [Toward unfamiliar dogs visiting your home.]," [Toward cats, squirrels or other small animals entering your yard.]", [Toward unfamiliar persons visiting your home.]," [When barked, growled, or lunged at by another (unfamiliar) dog.]", [When stepped over by a member of the household.], [When you or a household member retrieves food or objects stolen by the dog.], [Towards another (familiar) dog in your household (NA if no other dogs).], [When approached at a favorite resting/sleeping place by another (familiar) household dog (NA if no other dogs).], [When approached while eating by another (familiar) household dog (NA if no other dogs).]," [When approached while playing with/chewing a favorite toy, bone, object, etc., by another (familiar) household dog (NA if no other dogs).]","Are there any other situations in which your dog is sometimes aggressive? If so, please describe briefly:", [When approached directly by an unfamiliar adult while away from your home.], [When approached directly by an unfamiliar child while away from your home.]," [In response to sudden or loud noises (e.g. vacuum cleaner, car backfire, road drills, objects being dropped, etc.).]", [When unfamiliar persons visit your home.], [When an unfamiliar person tries to touch or pet the dog.], [In heavy traffic]," [In response to strange or unfamiliar objects on or near the sidewalk (e.g. plastic trash bags, leaves, litter, flags flapping, etc.]", [When examined/treated by a veterinarian.]," [During thunderstorms, firework displays, or similar events.]", [When approached directly by an unfamiliar dog of the same or larger size.], [When approached directly by an unfamiliar dog of a smaller size.]," [When first exposed to unfamiliar situations (e.g. first car trip, first time in elevator, first visit to veterinarian, etc.)]", [In response to wind or wind-blown objects.], [When having nails clipped by a household member.], [When groomed or bathed by a household member.], [When having his/her feet toweled by a member of the household.], [When unfamiliar dogs visit your home.]," [When barked, growled, or lunged at by an unfamiliar dog.]"," [Shaking, shivering or trembling.]", [Excessive salivation.], [Restlessness/agitation/pacing.], [Whining.], [Howling.]," [Chewing/scratching at doors, floor, windows, curtains, etc.]", [Loss of appetite.], [Barking],"Are there any other situations in which your dog is fearful or anxious? If so, please describe:", [When you or other members of the household come home after a brief absence.], [When playing with you or other members of your household.], [When doorbell rings.], [Just before being taken for a walk.], [Just before being taken on a car trip.], [When visitors arrive at your home.],"Are there any other situations in which your dog sometimes becomes over-excited? If so, please describe briefly:", [Displays a strong attachment for one particular member of the household.]," [Tends to follow you (or other members of household) about the house, from room to room.]"," [Tends to sit close to, or in contact with, you (or others) when you are sitting down.]"," [Tends to nudge, nuzzle or paw you (or others) for attention when you are sitting down.]"," [Becomes agitated (whines, jumps up, tries to intervene) when you (or others) show affection for another person.]"," [Becomes agitated (whines, jumps up, tries to intervene) when you show affection for another dog or animal.]", [Chases or would chase cats given the opportunity.], [Chases or would chase birds given the opportunity.]," [Chases or would chase squirrels, rabbits and other small animals given the opportunity.]", [Escapes or would escape from home or yard given the chance.], [Rolls in animal droppings or other ‘smelly’ substances.], [Eats own or other animals’ droppings or feces.], [Chews inappropriate objects.]," [‘Mounts’ objects, furniture, or people.]", [Begs persistently for food when people are eating.], [Steals food.], [Nervous or frightened on stairs.], [Pulls excessively hard when on the leash.], [Urinates against objects/ furnishings in your home.]," [Urinates when approached, petted, handled or picked up.]"," [Urinates when left alone at night, or during the daytime.]"," [Defecates when left alone at night, or during the daytime.]"," [Hyperactive, restless, has trouble settling down.]"," [Playful, puppyish, boisterous.]"," [Active, energetic, always on the go.]", [Stares intently at nothing visible.], [Snaps at (invisible) flies.], [Chases own tail/hind end.]," [Chases/follows shadows, light spots, etc.]", [Barks persistently when alarmed or excited.], [Licks him/herself excessively.], [Licks people or objects excessively.]," [Displays other bizarre, strange, or repetitive behavior(s) *]",* Please describe:
4/26/2019 10:32:38,04-04-LZ,Yes,Usually,Always,Usually,Always,Never,Never,Usually,Not observed/Not applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Never,Never,Never,Never,Never,Seldom,Never,Seldom,,2,2,2,1,1,1,,Never,Always,Always,Sometimes,Seldom,Seldom,Seldom,Never,Seldom,Never,Never,Never,Seldom,Seldom,Never,Never,Never,Never,Never,Never,Never,Seldom,Never,Usually,Usually,Never,Seldom,Sometimes,Never,Never,Never,Never,Never,
4/26/2019 11:00:42,04-01-LD,Yes,Usually,Usually,Usually,Always,Never,Never,Sometimes,Sometimes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,Not observed,0,0,0,Not observed,Never,Never,Never,Never,Never,Never,Never,Seldom,,3,0,0,0,0,2,,Always,Sometimes,Sometimes,Never,Never,Never,Not observed/Not applicable,Seldom,Never,Never,Sometimes,Never,Never,Never,Seldom,Sometimes,Never,Seldom,Never,Never,Never,Never,Never,Sometimes,Usually,Not observed/Not applicable,Never,Never,Never,Never,Never,Never,Never,
4/26/2019 11:28:19,04-06-LF,Yes,Seldom,Usually,Usually,Usually,Seldom,Seldom,Sometimes,Sometimes,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,3,2,1,1,3,0,Not observed,3,0,0,3,,0,0,0,0,0,0,0,1,0,0,0,2,0,Not observed,0,0,0,1,Never,Not observed/Not applicable,Usually,Seldom,Never,Never,Never,Usually,,4,4,4,1,1,4,,Never,Sometimes,Always,Sometimes,Usually,Always,Never,Never,Never,Usually,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Seldom,Usually,Always,Always,Never,Never,Never,Always,Sometimes,Sometimes,Never,
4/26/2019 12:03:20,04-07-LE,Yes,Always,Always,Always,Always,Seldom,Seldom,Sometimes,Sometimes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Never,Never,Never,Sometimes,Never,Seldom,Seldom,Seldom,,0,0,0,0,0,0,,Usually,Always,Always,Always,Never,Never,Never,Seldom,Never,Never,Sometimes,Never,Seldom,Never,Seldom,Usually,Never,Sometimes,Never,Never,Never,Never,Never,Seldom,Seldom,Not observed/Not applicable,Not observed/Not applicable,Not observed/Not applicable,Not observed/Not applicable,Never,Seldom,Seldom,Never,
4/26/2019 14:58:47,04-05-LF,Yes,Usually,Always,Usually,Usually,Never,Never,Seldom,Seldom,Not observed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Never,Never,Never,Seldom,Never,Never,Never,Seldom,,1,0,1,0,0,0,,Usually,Usually,Usually,Sometimes,Never,Seldom,Seldom,Never,Never,Never,Usually,Never,Seldom,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Seldom,Seldom,Never,Never,Seldom,Seldom,Never,Never,Never,Never,
4/26/2019 15:53:30,05-03-LF,Yes,Always,Usually,Usually,Usually,Seldom,Seldom,Seldom,Seldom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Never,Never,Never,Never,Never,Never,Never,Never,,1,1,1,1,1,1,,Seldom,Seldom,Seldom,Never,Never,Never,Never,Seldom,Never,Never,Never,Never,Seldom,Never,Never,Seldom,Never,Never,Never,Never,Never,Never,Never,Seldom,Never,Never,Never,Never,Never,Never,Never,Never,Never,
4/26/2019 16:34:16,05-02-LF,Yes,Always,Always,Always,Usually,Seldom,Seldom,Sometimes,Sometimes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Questionaire won't allow me to leave last 4 blank - no other dog in our house - only guest dogs from time to time,0,0,0,0,0,0,0,0,0,0,0,0,0,Not observed,0,0,0,0,Never,Never,Never,Seldom,Never,Never,Never,Never,She only whines if her two main carers/attachment people are both away on the same night(s),2,1,0,0,0,1,When her main attachment person comes in from work she gets excited but is completely calm after about 3 minutes,Usually,Sometimes,Usually,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Seldom,Never,Never,Never,Never,Never,Never,Never,Never,Never,
4/27/2019 10:51:03,05-05-LE,Yes,Always,Always,Usually,Usually,Not observed/Not applicable,Seldom,Seldom,Always,Not observed,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,Not observed,0,Never,Seldom,Never,Never,Never,Never,Never,Never,,4,1,3,1,0,2,,Always,Usually,Sometimes,Seldom,Sometimes,Sometimes,Never,Never,Never,Never,Seldom,Seldom,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Seldom,Seldom,Seldom,Never,Never,Sometimes,Never,Never,Never,Never,Never,
4/27/2019 14:10:11,05-04-LZ,Yes,Usually,Sometimes,Sometimes,Usually,Seldom,Seldom,Seldom,Sometimes,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Not observed,0,0,0,0,Not observed,Not observed,Not observed,Not observed,N/a,0,0,0,0,0,0,0,0,0,0,0,0,0,Not observed,0,0,0,0,Never,Never,Never,Never,Never,Never,Never,Never,At c9mths old while staying overnight at another volunteer home,1,1,1,0,0,1,On car trip when he realises we've arrived at familiar place such as park or beach,Usually,Usually,Sometimes,Never,Never,Never,Never,Never,Never,Not observed/Not applicable,Seldom,Seldom,Seldom,Never,Never,Never,Never,Seldom,Never,Never,Never,Never,Never,Seldom,Seldom,Never,Never,Seldom,Never,Never,Seldom,Seldom,Never,"Ate his faeces on returning home from an overnight at another volunteer 
Home, hasn't happened in last no of months ( he was c9mths at the time)"
4/27/2019 20:50:06,05-01-LD,Yes,Usually,Always,Always,Always,Seldom,Never,Never,Always,0,0,0,Not observed,0,0,0,0,0,1,0,0,0,0,0,0,0,Not observed,1,0,0,0,0,Not observed,Not observed,Not observed,Not observed,,0,0,0,0,0,0,0,1,0,0,0,0,0,Not observed,0,0,0,0,Never,Never,Never,Never,Never,Never,Never,Seldom,,1,2,2,0,0,1,,Never,Sometimes,Usually,Seldom,Usually,Never,Not observed/Not applicable,Never,Not observed/Not applicable,Never,Never,Sometimes,Seldom,Never,Never,Seldom,Never,Never,Never,Never,Never,Never,Never,Usually,Usually,Not observed/Not applicable,Not observed/Not applicable,Sometimes,Never,Seldom,Seldom,Never,Never,
